Hugo Symbol,Entrez Gene ID,GRCh37 Isoform,GRCh37 RefSeq,GRCh38 Isoform,GRCh38 RefSeq,Gene Type,# of occurrence within resources (Column J-P),OncoKB Annotated,MSK-IMPACT,MSK-HEME,FOUNDATION ONE,FOUNDATION ONE HEME,Vogelstein,COSMIC CGC (v99),Gene Aliases,gene,chromosome,start,end,strand
ABRAXAS1,84142,ENST00000321945,NM_139076.2,ENST00000321945,NM_139076.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"ABRA1, ABRAXAS, CCDC98, FAM175A, FLJ13614",ABRAXAS1,4,83459517,83523348,-1
AFDN,4301,ENST00000351017,,ENST00000683244,NM_001386888.1,TSG,3,Yes,No,No,No,Yes,No,Yes,"AF-6, AF6, MLLT4",AFDN,6,167826859,167972023,1
AFF4,27125,ENST00000265343,NM_014423,ENST00000265343,NM_014423,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"AF5Q31, MCEF",AFF4,5,132875395,132963634,-1
AGO2,27161,ENST00000220592,NM_012154.3,ENST00000220592,NM_012154.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"CASC7, EIF2C2, LINC00980, Q10, hAGO2",AGO2,8,140520156,140635633,-1
ANKRD11,29123,ENST00000301030,NM_013275.5,ENST00000301030,NM_013275.5,TSG,3,Yes,Yes,Yes,No,No,No,No,"LZ16, T13",ANKRD11,16,89267619,89490561,-1
ARHGAP26,23092,ENST00000274498,NM_015071,ENST00000274498,NM_015071,ONCOGENE_AND_TSG,3,Yes,No,No,No,Yes,No,Yes,"GRAF, KIAA0621, OPHN1L, OPHN1L1",ARHGAP26,5,142770377,143229011,1
ARHGAP35,2909,ENST00000404338,NM_004491.4,ENST00000404338,NM_004491.4,ONCOGENE_AND_TSG,3,Yes,Yes,No,No,No,No,Yes,"GRF-1, GRLF1, KIAA1722, P190A, p190ARhoGAP, p190RhoGAP",ARHGAP35,19,46860997,47005077,1
ARHGEF12,23365,ENST00000397843,NM_015313,ENST00000397843,NM_015313,ONCOGENE_AND_TSG,3,Yes,No,No,No,Yes,No,Yes,"KIAA0382, LARG",ARHGEF12,11,120336238,120489937,1
ARID5B,84159,ENST00000279873,NM_032199.2,ENST00000279873,NM_032199.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"FLJ21150, MRF2",ARID5B,10,61901684,62096944,1
ASXL2,55252,ENST00000435504,NM_018263.4,ENST00000435504,NM_018263.4,TSG,3,Yes,Yes,Yes,No,No,No,No,"ASXH2, FLJ10898, KIAA1685",ASXL2,2,25733753,25878487,-1
ATF1,466,ENST00000262053,NM_005171.4,ENST00000262053,NM_005171.4,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,TREB36,ATF1,12,50763710,50821162,1
ATIC,471,ENST00000236959,NM_004044,ENST00000236959,NM_004044,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"AICARFT, IMPCHASE, PURH",ATIC,2,215311956,215349773,1
BABAM1,29086,ENST00000359435,NM_001033549.1,ENST00000359435,NM_001033549.1,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"C19orf62, FLJ20571, HSPC142, MERIT40, NBA1",BABAM1,19,17267343,17281249,1
BBC3,27113,ENST00000449228,NM_001127240.2,ENST00000449228,NM_001127240.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"JFY1, PUMA",BBC3,19,47220822,47233019,-1
BCL2L11,10018,ENST00000393256,NM_138621.4,ENST00000393256,NM_138621.4,TSG,3,Yes,Yes,Yes,No,No,No,No,"BIM, BOD, BimEL, BimL, BimS",BCL2L11,2,111119378,111168444,1
BCL2L2,599,ENST00000250405,NM_004050,ENST00000250405,NM_004050,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,"BCL-W, KIAA0271, PPP1R51",BCL2L2,14,23298790,23313069,1
BCL3,602,ENST00000164227,NM_005178,ENST00000164227,NM_005178,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"BCL4, D19S37",BCL3,19,44747705,44760044,1
BCL7A,605,ENST00000261822,NM_001024808,ENST00000261822,NM_001024808,TSG,3,Yes,No,No,No,Yes,No,Yes,BCL7,BCL7A,12,122019422,122062044,1
BCL9,607,ENST00000234739,NM_004326.3,ENST00000234739,NM_004326.3,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,,BCL9,1,147541501,147626216,1
BTG2,7832,ENST00000290551,NM_006763,ENST00000290551,NM_006763,TSG,3,Yes,No,No,Yes,Yes,No,No,"APRO1, MGC126063, MGC126064, TIS21",BTG2,1,203305491,203309602,1
CAMTA1,23261,ENST00000303635,NM_015215.2,ENST00000303635,NM_015215.4,TSG,3,Yes,No,No,No,Yes,No,Yes,KIAA0833,CAMTA1,1,6785454,7769706,1
CARM1,10498,ENST00000327064,NM_199141.1,ENST00000327064,NM_199141.1,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,PRMT4,CARM1,19,10871553,10923075,1
CBFA2T3,863,ENST00000268679,NM_005187,ENST00000268679,NM_005187,TSG,3,Yes,No,No,No,Yes,No,Yes,"ETO2, MTG16, MTGR2, RUNX1T3, ZMYND4",CBFA2T3,16,88874858,88977207,-1
CCNQ,92002,ENST00000576892,NM_152274.4,ENST00000576892,NM_152274.4,TSG,3,Yes,Yes,Yes,No,No,No,No,"CycM, FAM58A",CCNQ,X,153587925,153600045,-1
CD22,933,ENST00000085219,NM_001771,ENST00000085219,NM_001771,NEITHER,3,Yes,No,No,Yes,Yes,No,No,"SIGLEC-2, SIGLEC2",CD22,19,35319261,35347361,1
CD276,80381,ENST00000318443,NM_001024736.1,ENST00000318443,NM_001024736.1,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"B7-H3, B7H3, B7RP-2",CD276,15,73683966,73714518,1
CD58,965,ENST00000369489,NM_001779.2,ENST00000369489,NM_001779.2,TSG,3,Yes,No,Yes,No,Yes,No,No,LFA3,CD58,1,116514534,116571039,-1
CD70,970,ENST00000245903,NM_001252,ENST00000245903,NM_001252,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,"CD27L, CD27LG, TNFSF7",CD70,19,6583183,6604103,-1
CD74,972,ENST00000009530,NM_001025159,ENST00000009530,NM_001025159,ONCOGENE,3,Yes,No,No,Yes,No,No,Yes,DHLAG,CD74,5,150401637,150412969,-1
CDC42,998,ENST00000344548,NM_001791.3,ENST00000344548,NM_001791.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"CDC42Hs, G25K",CDC42,1,22052627,22101360,1
CENPA,1058,ENST00000335756,NM_001809.3,ENST00000335756,NM_001809.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"CENP-A, CenH3",CENPA,2,26764289,26801067,1
CLTCL1,8218,ENST00000427926,NM_007098,ENST00000427926,NM_007098,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"CHC22, CLH22, CLTCL, CLTD",CLTCL1,22,19179320,19291774,-1
CNTRL,11064,ENST00000238341,NM_007018,ENST00000373855,NM_007018.6,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"CEP1, CEP110",CNTRL,9,121074660,121177729,1
COL1A1,1277,ENST00000225964,NM_000088,ENST00000225964,NM_000088,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,,COL1A1,17,50184101,50201634,-1
COP1,64326,ENST00000367669,NM_022457.5,ENST00000367669,NM_022457.5,ONCOGENE_AND_TSG,3,Yes,Yes,Yes,No,No,No,No,"CFAP78, FAP78, FLJ10416, RFWD2, RNF200",COP1,1,175944828,176207510,-1
CREB3L2,64764,ENST00000330387,NM_194071.3,ENST00000330387,NM_194071.4,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"BBF2H7, TCAG_1951439",CREB3L2,7,137874979,138002086,-1
CSDE1,7812,ENST00000438362,NM_001242891.1,ENST00000438362,NM_001242891.1,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,D1S155E,CSDE1,1,114716913,114758704,-1
CTLA4,1493,ENST00000302823,NM_005214.4,ENST00000648405,NM_005214.4,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"CD152, CELIAC3, CTLA-4, GSE, IDDM12",CTLA4,2,203853888,203873965,1
CTNNA1,1495,ENST00000302763,NM_001903,ENST00000302763,NM_001903,TSG,3,Yes,No,No,Yes,Yes,No,No,CAP102,CTNNA1,5,138610967,138935039,1
CYSLTR2,57105,ENST00000282018,NM_020377.2,ENST00000282018,NM_020377.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"CYSLT2R, CysLT(2)",CYSLTR2,13,48653709,48711227,1
DCUN1D1,54165,ENST00000292782,NM_020640.2,ENST00000292782,NM_020640.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"DCUN1L1, RP42, SCCRO, SCRO, Tes3",DCUN1D1,3,182938074,182985953,-1
DDIT3,1649,ENST00000346473,NM_001195057.1,ENST00000346473,NM_001195057.1,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"CHOP, CHOP10, GADD153",DDIT3,12,57516588,57521737,-1
DEK,7913,ENST00000397239,NM_003472.3,ENST00000652689,NM_003472.4,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,D6S231E,DEK,6,18223860,18265997,-1
DNM2,1785,ENST00000355667,NM_001005360,ENST00000355667,NM_001005360,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"CMT2M, CMTDI1, CMTDIB, DI-CMTB, DYN2, DYNII",DNM2,19,10717974,10833504,1
DNMT3B,1789,ENST00000328111,NM_006892.3,ENST00000328111,NM_006892.3,TSG,3,Yes,Yes,Yes,No,No,No,No,,DNMT3B,20,32762385,32809359,1
DTX1,1840,ENST00000257600,NM_004416.2,ENST00000257600,NM_004416.2,TSG,3,Yes,No,Yes,No,Yes,No,No,"RNF140, hDx-1",DTX1,12,113056710,113098028,1
DUSP22,56940,ENST00000344450,NM_020185.4,ENST00000344450,NM_020185.4,TSG,3,Yes,No,Yes,No,Yes,No,No,"JKAP, JSP1, MKPX, VHX",DUSP22,6,291630,351355,1
DUSP4,1846,ENST00000240100,NM_001394.6,ENST00000240100,NM_001394.6,TSG,3,Yes,Yes,Yes,No,No,No,No,"HVH2, MKP-2, TYP",DUSP4,8,29333064,29350684,-1
E2F3,1871,ENST00000346618,NM_001949.4,ENST00000346618,NM_001949.4,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,,E2F3,6,20401847,20493714,1
EBF1,1879,ENST00000313708,NM_024007,ENST00000313708,NM_024007,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"COE1, EBF, OLF1",EBF1,5,158695920,159099951,-1
EGFL7,51162,ENST00000308874,NM_201446.2,ENST00000308874,NM_201446.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,ZNEU1,EGFL7,9,136658284,136672679,1
EIF1AX,1964,ENST00000379607,NM_001412.3,ENST00000379607,NM_001412.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"EIF1A, EIF4C, eIF-1A, eIF-4C",EIF1AX,X,20124525,20141982,-1
EIF4E,1977,ENST00000280892,NM_001130678.1,ENST00000280892,NM_001130678.1,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"EIF4E1, EIF4EL1, EIF4F",EIF4E,4,98878761,98929150,-1
ELF3,1999,ENST00000359651,NM_004433.4,ENST00000359651,NM_004433.4,ONCOGENE_AND_TSG,3,Yes,Yes,Yes,No,No,No,No,"EPR-1, ERT, ESE-1, ESX",ELF3,1,202007945,202017183,1
ELF4,2000,ENST00000308167,NM_001127197,ENST00000308167,NM_001127197,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,ELFR,ELF4,X,130063955,130110904,-1
ELL,8178,ENST00000262809,NM_006532,ENST00000262809,NM_006532,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"C19orf17, ELL1, Men, PPP1R68",ELL,19,18442663,18522116,-1
ELOC,6921,ENST00000284811,NM_005648.3,ENST00000284811,NM_005648.3,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,TCEB1,ELOC,8,73939169,73972307,-1
EML4,27436,ENST00000318522,NM_019063.3,ENST00000318522,NM_019063.5,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"C2orf2, ELP120, ROPP120",EML4,2,42169330,42332548,1
EMSY,56946,ENST00000334736,NM_020193,ENST00000334736,NM_020193,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,C11orf30,EMSY,11,76444887,76553031,1
EPCAM,4072,ENST00000263735,NM_002354.2,ENST00000263735,NM_002354.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"17-1A, 323/A3, CD326, CO-17A, EGP-2, EGP34, EGP40, Ep-CAM, GA733-2, HEA125, KS1/4, KSA, Ly74, M4S1, MH99, MIC18, MK-1, MOC31, TACST-1, TACSTD1, TROP1",EPCAM,2,47345158,47387601,1
ERF,2077,ENST00000222329,NM_006494.2,ENST00000222329,NM_006494.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"PE-2, PE2",ERF,19,42247569,42255131,-1
ETNK1,55500,ENST00000266517,NM_018638.4,ENST00000671733,NM_018638.4,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,No,No,Yes,"EKI, EKI1",ETNK1,12,22625075,22690665,1
EZH1,2145,ENST00000428826,NM_001991.3,ENST00000428826,NM_001991.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"KIAA0388, KMT6B",EZH1,17,42700270,42745060,-1
FANCE,2178,ENST00000229769,NM_021922,ENST00000229769,NM_021922,TSG,3,Yes,No,No,No,Yes,No,Yes,"FACE, FAE",FANCE,6,35452318,35467106,1
FANCF,2188,ENST00000327470,NM_022725,ENST00000327470,NM_022725,TSG,3,Yes,No,No,No,Yes,No,Yes,,FANCF,11,22622533,22625823,-1
FANCL,55120,ENST00000233741,NM_018062.3,ENST00000233741,NM_018062.3,TSG,3,Yes,No,No,Yes,Yes,No,No,"FAAP43, FLJ10335, PHF9, Pog",FANCL,2,58159243,58241410,-1
FEV,54738,ENST00000295727,NM_017521.2,ENST00000295727,NM_017521.2,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,Pet-1,FEV,2,218981087,218985184,-1
FGF10,2255,ENST00000264664,NM_004465,ENST00000264664,NM_004465,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,,FGF10,5,44300247,44389977,-1
FGF14,2259,ENST00000376143,NM_004115,ENST00000376143,NM_004115,TSG,3,Yes,No,No,Yes,Yes,No,No,"FHF4, SCA27",FGF14,13,101710804,102402457,-1
FGF23,8074,ENST00000237837,NM_020638,ENST00000237837,NM_020638,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,,FGF23,12,4368227,4379712,-1
FGF6,2251,ENST00000228837,NM_020996,ENST00000228837,NM_020996,ONCOGENE,3,Yes,No,No,Yes,Yes,No,No,,FGF6,12,4428155,4445815,-1
FHIT,2272,ENST00000468189,NM_001166243,ENST00000492590,NM_002012,TSG,3,Yes,No,No,No,Yes,No,Yes,FRA3B,FHIT,3,59747277,61251459,-1
FLI1,2313,ENST00000527786,NM_002017.4,ENST00000527786,NM_002017.4,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,SIC-1,FLI1,11,128686535,128813267,1
FOXO3,2309,ENST00000343882,NM_001455,ENST00000343882,NM_001455,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"AF6q21, FKHRL1, FOXO2, FOXO3A",FOXO3,6,108559652,108684774,1
FUS,2521,ENST00000254108,NM_004960,ENST00000254108,NM_004960,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"ALS6, HNRNPP2, TLS, hnRNP-P2",FUS,16,31180134,31196963,1
FYN,2534,ENST00000368678,NM_153047.3,ENST00000368678,NM_153047.3,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,MGC45350,FYN,6,111660332,111873475,-1
GNA12,2768,ENST00000275364,NM_007353.2,ENST00000275364,NM_007353.2,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,gep,GNA12,7,2721822,2870786,-1
GNB1,2782,ENST00000378609,NM_001282539.1,ENST00000378609,NM_001282539.1,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,,GNB1,1,1785285,1892292,-1
GPS2,2874,ENST00000380728,NM_004489.4,ENST00000380728,NM_004489.4,TSG,3,Yes,Yes,Yes,No,No,No,No,,GPS2,17,7311324,7315564,-1
GREM1,26585,ENST00000300177,NM_013372.6,ENST00000300177,NM_013372.6,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"CKTSF1B1, CRAC1, DAND2, DRM, HMPS, gremlin",GREM1,15,32716998,32745106,1
H1-3,3007,ENST00000244534,NM_005320.2,ENST00000244534,NM_005320.2,TSG,3,Yes,No,Yes,No,Yes,No,No,"H1.3, H1F3, H1d, H1s-2, HIST1H1D",H1-3,6,26234212,26234987,-1
H1-4,3008,ENST00000304218,NM_005321.2,ENST00000304218,NM_005321.2,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,"H1.4, H1F4, H1e, H1s-4, HIST1H1E",H1-4,6,26156329,26157115,1
H2AC11,8969,ENST00000359193,NM_021064.4,ENST00000359193,NM_021064.5,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2A.1b, H2A/p, H2AFP, HIST1H2AG",H2AC11,6,27133043,27135292,1
H2AC16,8332,ENST00000357320,NM_003511,ENST00000613174,NM_003511.3,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2A/i, H2AFI, HIST1H2AL, dJ193B12.9",H2AC16,6,27865317,27865798,1
H2AC17,8336,ENST00000359611,NM_003514,ENST00000359611,NM_003514,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,"H2A.1, H2A/n, H2AFN, HIST1H2AM",H2AC17,6,27892699,27893185,-1
H2AC6,8334,ENST00000314088,NM_003512.3,ENST00000314088,NM_003512.3,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2AFL, HIST1H2AC",H2AC6,6,26124145,26139116,1
H2BC11,8970,ENST00000339812,NM_021058.3,ENST00000339812,NM_021058.3,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2B/r, H2BFR, HIST1H2BJ",H2BC11,6,27122657,27132795,-1
H2BC12,85236,ENST00000356950,NM_080593.2,ENST00000356950,NM_080593.2,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2BFAiii, H2BFT, HIST1H2BK",H2BC12,6,27137298,27146857,-1
H2BC17,8348,,,ENST00000616182,NM_003527.4,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2B.2, H2B/n, H2BFN, HIST1H2BO",H2BC17,6,27893425,27893891,1
H2BC4,8347,ENST00000314332,NM_003518.3,ENST00000314332,NM_003518.3,INSUFFICIENT_EVIDENCE,3,Yes,No,Yes,No,Yes,No,No,"H2B/l, H2BFL, HIST1H2BC",H2BC4,6,26086317,26124016,-1
H2BC5,3017,ENST00000289316,NM_021063.3,ENST00000289316,NM_021063.3,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H2B/b, H2BFB, HIST1H2BD",H2BC5,6,26158122,26171349,1
H3-4,8290,ENST00000366696,NM_003493.2,ENST00000366696,NM_003493.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3.4, H3/g, H3FT, H3t, HIST3H3",H3-4,1,228424845,228425360,-1
H3-5,440093,ENST00000340398,NM_001013699.2,ENST00000340398,NM_001013699.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3.5, H3F3C",H3-5,12,31791185,31792298,-1
H3C1,8350,ENST00000357647,NM_003529.2,ENST00000613854,NM_003529.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3/A, H3FA, HIST1H3A",H3C1,6,26020451,26021487,1
H3C10,8357,ENST00000369163,NM_003536.2,ENST00000369163,NM_003536.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3/k, H3F1K, H3FK, HIST1H3H",H3C10,6,27810051,27811300,1
H3C11,8354,ENST00000328488,NM_003533.2,ENST00000616365,NM_003533.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"H3.f, H3/f, H3FF, HIST1H3I",H3C11,6,27871845,27872346,-1
H3C12,8356,ENST00000359303,NM_003535.2,ENST00000359303,NM_003535.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3/j, H3FJ, HIST1H3J",H3C12,6,27890315,27893106,-1
H3C13,653604,ENST00000331491,NM_001123375.2,ENST00000331491,NM_001123375.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,HIST2H3D,H3C13,1,149813225,149813693,-1
H3C14,126961,ENST00000369158,NM_021059.2,ENST00000369158,NM_021059.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3, H3.2, H3/M, H3/m, H3F2, H3FM, HIST2H3C, MGC9629",H3C14,1,149840687,149841208,-1
H3C3,8352,ENST00000540144,NM_003531.2,ENST00000612966,NM_003531.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"H3/c, H3FC, HIST1H3C",H3C3,6,26045384,26045869,1
H3C4,8351,ENST00000356476,NM_003530.4,ENST00000356476,NM_003530.4,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3/b, H3FB, HIST1H3D",H3C4,6,26195164,26197286,-1
H3C6,8353,ENST00000360408,NM_003532.2,ENST00000634733,NM_003532.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3.1, H3/d, H3FD, HIST1H3E",H3C6,6,26224199,26227473,1
H3C7,8968,ENST00000446824,NM_021018.2,ENST00000618052,NM_021018.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3/i, H3FI, HIST1H3F",H3C7,6,26250142,26250635,-1
H3C8,8355,ENST00000305910,NM_003534.2,ENST00000614378,NM_003534.2,NEITHER,3,Yes,Yes,Yes,No,No,No,No,"H3/h, H3FH, HIST1H3G",H3C8,6,26270918,26271413,-1
HDAC4,9759,ENST00000345617,NM_006037.3,ENST00000345617,NM_006037.3,ONCOGENE_AND_TSG,3,Yes,No,Yes,No,Yes,No,No,"BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA, KIAA0288",HDAC4,2,239048168,239401661,-1
HDAC7,51564,ENST00000427332,XM_011538481.1,ENST00000427332,XM_011538481.1,ONCOGENE,3,Yes,No,Yes,No,Yes,No,No,"DKFZP586J0917, HDAC7A",HDAC7,12,47782722,47833132,-1
HIF1A,3091,ENST00000337138,NM_001530.3,ENST00000337138,NM_001530.3,ONCOGENE,3,Yes,No,Yes,No,No,No,Yes,"HIF-1alpha, HIF1, MOP1, PASD8, bHLHe78",HIF1A,14,61695456,61748263,1
HLA-B,3106,ENST00000412585,NM_005514.6,ENST00000412585,NM_005514.6,TSG,3,Yes,Yes,Yes,No,No,No,No,AS,HLA-B,6,31353867,31367067,-1
HMGA1,3159,ENST00000311487,NM_145899,ENST00000311487,NM_145899,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,HMGIY,HMGA1,6,34235618,34246236,1
HMGA2,8091,ENST00000403681,NM_003483,ENST00000403681,NM_003483,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"BABL, HMGIC, LIPO",HMGA2,12,65824460,65966291,1
HOXA11,3207,ENST00000006015,NM_005523,ENST00000006015,NM_005523,TSG,3,Yes,No,No,No,Yes,No,Yes,"HOX1, HOX1I",HOXA11,7,27181157,27185232,-1
HOXB13,10481,ENST00000290295,NM_006361.5,ENST00000290295,NM_006361.5,ONCOGENE_AND_TSG,3,Yes,Yes,Yes,No,No,No,No,,HOXB13,17,48724763,48728750,-1
HSP90AA1,3320,ENST00000216281,NM_005348,ENST00000216281,NM_005348,ONCOGENE,3,Yes,No,No,No,Yes,No,Yes,"FLJ31884, HSP90N, HSPC1, HSPCA, Hsp89, Hsp90",HSP90AA1,14,102080738,102139699,-1
ICOSLG,23308,ENST00000407780,NM_015259.4,ENST00000407780,NM_015259.4,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"B7-H2, B7H2, B7RP-1, B7RP1, B7h, CD275, GL50, ICOS-L, ICOSL, KIAA0653",ICOSLG,21,44215382,44241446,-1
IFNGR1,3459,ENST00000367739,NM_000416.2,ENST00000367739,NM_000416.2,TSG,3,Yes,Yes,Yes,No,No,No,No,"CD119, IFNGR",IFNGR1,6,137197483,137219449,-1
IGF1,3479,ENST00000307046,NM_001111285.1,ENST00000307046,NM_001111285.1,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"IGF, IGF-I, IGF1A, IGFI",IGF1,12,102395874,102481744,-1
IGF2,3481,ENST00000434045,NM_001127598.1,ENST00000434045,NM_001127598.1,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,"C11orf43, FLJ44734, IGF-II",IGF2,11,2129112,2158391,-1
IL10,3586,ENST00000423557,NM_000572.2,ENST00000423557,NM_000572.2,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"CSIF, IL-10, IL10A",IL10,1,206767602,206774541,-1
INHA,3623,ENST00000243786,NM_002191.3,ENST00000243786,NM_002191.3,TSG,3,Yes,Yes,Yes,No,No,No,No,,INHA,2,219569162,219575711,1
INPP4A,3631,ENST00000074304,NM_001134224.1,ENST00000074304,NM_001134224.1,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,INPP4,INPP4A,2,98444246,98594392,1
INPPL1,3636,ENST00000298229,NM_001567.3,ENST00000298229,NM_001567.3,TSG,3,Yes,Yes,Yes,No,No,No,No,SHIP2,INPPL1,11,72223524,72239184,1
INSR,3643,ENST00000302850,NM_000208.2,ENST00000302850,NM_000208.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,CD220,INSR,19,7112255,7294414,-1
IRF1,3659,ENST00000245414,NM_002198.2,ENST00000245414,NM_002198.2,TSG,3,Yes,No,Yes,No,Yes,No,No,MAR,IRF1,5,132440440,132508719,-1
IRF8,3394,ENST00000268638,NM_002163.2,ENST00000268638,NM_002163.2,TSG,3,Yes,No,Yes,No,Yes,No,No,"ICSBP, ICSBP1, IRF-8",IRF8,16,85899116,85922606,1
IRS1,3667,ENST00000305123,NM_005544.2,ENST00000305123,NM_005544.2,ONCOGENE,3,Yes,Yes,Yes,No,No,No,No,HIRS-1,IRS1,2,226731312,226799820,-1
JARID2,3720,ENST00000341776,NM_004973.3,ENST00000341776,NM_004973.3,ONCOGENE_AND_TSG,3,Yes,No,Yes,No,Yes,No,No,JMJ,JARID2,6,15244937,15522042,1
KAT6A,7994,ENST00000265713,NM_006766.4,ENST00000265713,NM_006766.4,INSUFFICIENT_EVIDENCE,3,Yes,No,No,No,Yes,No,Yes,"MOZ, MYST3, RUNXBP2, ZC2HC6A, ZNF220",KAT6A,8,41929479,42051998,-1
KLHL6,89857,ENST00000341319,NM_130446,ENST00000341319,NM_130446,ONCOGENE_AND_TSG,3,Yes,No,No,Yes,Yes,No,No,FLJ00029,KLHL6,3,183487551,183555706,-1
KMT2B,9757,ENST00000222270,NM_014727.1,ENST00000420124,NM_014727.3,TSG,3,Yes,Yes,Yes,No,No,No,No,"CXXC10, HRX2, KIAA0304, MLL1B, MLL4, TRX2, WBP7",KMT2B,19,35717973,35738880,1
KMT5A,387893,ENST00000330479,NM_020382.3,ENST00000402868,NM_020382.7,INSUFFICIENT_EVIDENCE,3,Yes,Yes,Yes,No,No,No,No,"PR-Set7, SET07, SET8, SETD8",KMT5A,12,123384132,123409353,1
